the location of the crime, 124, char, 2
212615.366166292, 212617.066152125, 23.2975006103516, 4.0, x
212617.215864917, 212617.449416167, 1.02250003814697, 4.0, we
212617.649343125, 212620.366360458, 11.0050010681152, 4.0, wal
212620.949636583, 212621.066215292, 100.0, 1.0, we
212621.63300625, 212622.916651042, 22.1424999237061, 4.0, we w
212623.049554875, 212623.416510917, 4.73499965667725, 4.0, we we
212623.6829225, 212623.799777167, -1.86500000953674, 4.0, we web
212624.466602958, 212624.532970583, 100.0, 1.0, we
212627.283358333, 212627.950143708, 10.4274997711182, 4.0, we i
212628.149779542, 212628.750139667, 3.08500003814697, 4.0, we he
212629.166632167, 212630.900146417, 21.3999996185303, 4.0, we has
212631.083338083, 212631.516965667, 7.45749950408936, 4.0, we have
212633.417182375, 212633.850473167, 9.27250003814697, 4.0, we have i
212634.167003375, 212634.9172495, 14.2224998474121, 4.0, we have in
212635.216857167, 212636.26733725, 15.1300010681152, 4.0, we have for
212636.834042208, 212637.534155417, 20.3274993896484, 4.0, we have know
212638.000765125, 212638.450812667, 6.13749980926514, 4.0, we have month
212638.717407417, 212639.034234917, 7.04500007629395, 4.0, we have enough
212641.667704083, 212642.217742042, 21.3175010681152, 4.0, we have enough v
212642.517680958, 212643.017815917, 5.14750003814697, 4.0, we have enough we
212643.534432542, 212644.384515583, 18.2649993896484, 4.0, we have enough was
212644.801233125, 212645.417896333, 13.2325000762939, 4.0, we have enough term
212645.768016917, 212646.101341583, 7.86999988555908, 4.0, we have enough whole
212646.784597333, 212647.251493, 15.3775005340576, 4.0, we have enough warner
212647.567983625, 212647.884744458, 15.3775005340576, 4.0, we have enough version
212647.567983625, 212647.884744458, 15.3775005340576, 4.0, we have enough reunion
212649.550232, 212649.633555292, -5.0, 4.0, we have enough session
212649.734911542, 212649.783629167, -5.0, 4.0, we have enough witness
212654.018524833, 212654.351905, 6.05500030517578, 4.0, we have enough witness i
212654.869605417, 212655.83518825, 100.0, 1.0, we have enough witness
212656.43523475, 212656.585258542, 100.0, 1.0, we have enough
212657.71887975, 212658.735544583, 19.0900001525879, 4.0, we have enough s
212659.0355, 212659.4188215, 9.02500057220459, 4.0, we have enough uh
212659.702200625, 212660.368916167, 19.1725006103516, 4.0, we have enough set
212660.702200958, 212661.302375, 12.4899997711182, 4.0, we have enough risk
212661.652285042, 212662.052520667, 5.3125, 4.0, we have enough title
212662.369060458, 212663.119147583, 20.1625003814697, 4.0, we have enough titles
212663.385741292, 212663.935979625, 16.2849998474121, 4.0, we have enough witness
212664.369091917, 212664.652489125, 9.02500057220459, 4.0, we have enough witnesses
212664.369091917, 212664.652489125, 9.02500057220459, 4.0, we have enough permission
212666.369375792, 212666.402534125, -5.0, 4.0, we have enough witnesses
nothing wrong with his style, 40, word, 10
212672.336618125, 212672.836530167, 21.2350006103516, 4.0, v
212673.069749625, 212674.7699655, 13.0675010681152, 4.0, to
212675.103094708, 212676.153349708, 18.1824989318848, 4.0, you
212676.469809833, 212677.170022083, 6.13749980926514, 4.0, with
212677.503386083, 212677.920127542, 8.19999980926514, 4.0, tough
212678.220042083, 212679.203547125, 12.6550006866455, 4.0, within
212679.520276458, 212680.02016275, 8.36499977111816, 4.0, working
212679.520276458, 212680.02016275, 8.36499977111816, 4.0, wishing
212681.453544333, 212681.535580875, -5.0, 4.0, singing
212681.637043125, 212681.702345375, -5.0, 4.0, smoking
212681.786919208, 212681.852386208, -5.0, 4.0, winding
212681.920175125, 212681.985862, -5.0, 4.0, profile
212682.120170125, 212682.202481583, -5.0, 4.0, someone
212682.303696833, 212682.385684792, -5.0, 4.0, surfing
212683.237082333, 212683.319071583, -5.0, 4.0, virginia
212683.620447042, 212683.82024725, 100.0, 1.0, 
212685.202450083, 212685.970603917, 12.4074993133545, 4.0, i
212686.203559417, 212686.98735125, 13.0675010681152, 4.0, in
212687.287050417, 212688.337474083, 17.0275001525879, 4.0, not
212688.787576708, 212689.304119458, 7.21000003814697, 4.0, more
212689.603798708, 212689.903981667, 8.44750022888184, 4.0, motif
212690.220939, 212691.40423125, 12.0774993896484, 4.0, mother
212691.85423375, 212692.554341208, 6.30249977111816, 4.0, nothing
212694.404517208, 212695.237853708, 21.0700016021729, 4.0, nothing v
212695.6545775, 212697.187964792, 18.1824989318848, 4.0, nothing to
212697.738083583, 212698.421451042, 15.0475006103516, 4.0, nothing too
212698.637813208, 212699.38810225, 16.2024993896484, 4.0, nothing stop
212699.78821875, 212700.271646625, 9.02500057220459, 4.0, nothing wrong
212701.871745833, 212702.78839575, 19.0900001525879, 4.0, nothing wrong s
212703.271756958, 212703.705099083, 8.11750030517578, 4.0, nothing wrong uh
212704.305094208, 212704.971898333, 21.3175010681152, 4.0, nothing wrong set
212705.288474792, 212706.021919167, 11.2525005340576, 4.0, nothing wrong with
212707.472016333, 212709.922171417, 8.11750030517578, 4.0, nothing wrong with i
212710.4054615, 212712.505640792, 9.68499946594238, 4.0, nothing wrong with in
212712.872098083, 212713.67232725, 16.4499988555908, 4.0, nothing wrong with his
212715.189018875, 212716.372571875, 17.3575000762939, 4.0, nothing wrong with his r
212716.755873792, 212717.822675417, 20.3274993896484, 4.0, nothing wrong with his or
212718.122403375, 212718.822844958, 24.3699989318848, 4.0, nothing wrong with his try
212719.172786333, 212719.572772333, 13.0675010681152, 4.0, nothing wrong with his town
212719.889437625, 212720.156300375, 5.39499950408936, 4.0, nothing wrong with his style
do not drink the water, 29, word, 11
212723.439800208, 212723.723032333, 4.40499973297119, 4.0, a
212724.056178917, 212724.738814125, 11.1700000762939, 4.0, a i
212725.823274917, 212725.87319125, 100.0, 1.0, a
212726.323257083, 212726.42312425, 100.0, 1.0, 
212727.139835208, 212727.523328042, 8.69499969482422, 4.0, i
212727.856430292, 212728.473374917, 11.0050010681152, 4.0, in
212727.856430292, 212728.473374917, 11.0050010681152, 4.0, if
212729.390129625, 212729.455500875, -5.0, 4.0, ii
212729.540048458, 212729.605517625, -5.0, 4.0, il
212729.690030833, 212729.755548375, -5.0, 4.0, go
212729.906820208, 212729.98901175, -5.0, 4.0, do
212731.890345125, 212734.207120583, 12.0774993896484, 4.0, do i
212734.473400458, 212735.107381625, 14.1399993896484, 4.0, do in
212735.323500167, 212735.790359708, 20.4099998474121, 4.0, do not
212737.307721458, 212737.657452958, 4.07499980926514, 4.0, do not a
212737.990403083, 212738.790807458, 16.3674983978271, 4.0, do not do
212739.040378542, 212739.373822917, 7.04500007629395, 4.0, do not and
212739.7408325, 212741.424080583, 14.1399993896484, 4.0, do not does
212741.740936542, 212742.407607083, 10.1800003051758, 4.0, do not doing
212741.740936542, 212742.407607083, 10.1800003051758, 4.0, do not going
212743.307651792, 212743.389668167, -5.0, 4.0, do not drink
212744.724413667, 212745.808022042, 17.1100006103516, 4.0, do not drink q
212746.141257208, 212746.857958292, 11.0050010681152, 4.0, do not drink of
212747.157617208, 212747.457735958, 5.23000049591064, 4.0, do not drink the
212748.64135, 212749.058100625, 25.4425010681152, 4.0, do not drink the z
212749.341340458, 212749.608133583, 5.23000049591064, 4.0, do not drink the we
212750.258134958, 212750.941494292, 16.5324993133545, 4.0, do not drink the was
212751.258216375, 212751.441617792, 4.07499980926514, 4.0, do not drink the were
212751.741537542, 212752.540291208, 17.1100006103516, 4.0, do not drink the water
a problem with the engine, 33, word, 12
212754.875241417, 212755.125163667, 1.02250003814697, 4.0, a
212755.44177725, 212756.1585655, 15.1300010681152, 4.0, an
212756.458522917, 212758.175449833, 16.1199989318848, 4.0, for
212758.475111292, 212759.542183, 13.3975009918213, 4.0, book
212759.875482833, 212760.20879275, 5.47749996185303, 4.0, among
212760.72550025, 212761.475653917, 10.3450002670288, 4.0, broken
212761.775538292, 212762.20922325, 8.03500080108643, 4.0, college
212762.458711417, 212763.175679542, 13.3975009918213, 4.0, collagen
212765.709231417, 212765.775623667, 100.0, 1.0, 
212766.425897208, 212766.691405792, 6.13749980926514, 4.0, i
212766.425897208, 212766.691405792, 6.13749980926514, 4.0, a
212769.2428415, 212769.692811125, 17.1100006103516, 4.0, a q
212770.042820917, 212771.609586917, 15.2124996185303, 4.0, a to
212772.009533375, 212773.926504208, 13.2325000762939, 4.0, a too
212774.509572292, 212774.759547833, 5.55999946594238, 4.0, a some
212775.193140458, 212775.710024125, 11.2525005340576, 4.0, a roman
212776.176631917, 212776.676641917, 6.22000026702881, 4.0, a ronald
212776.993247542, 212777.693249708, 10.0975008010864, 4.0, a problem
212779.260066542, 212779.860085833, 23.4624996185303, 4.0, a problem x
212780.176851958, 212780.760115583, 10.4274997711182, 4.0, a problem uh
212781.093506958, 212781.593773333, 17.1925010681152, 4.0, a problem who
212782.07685425, 212782.826954708, 8.28250026702881, 4.0, a problem with
212784.610419833, 212785.060446083, 24.4524993896484, 4.0, a problem with y
212785.360306833, 212786.160494417, 7.45749950408936, 4.0, a problem with we
212786.660221417, 212786.893661958, 7.04500007629395, 4.0, a problem with the
212788.327282, 212788.644153292, 9.02500057220459, 4.0, a problem with the i
212788.993995292, 212789.99401475, 12.1599998474121, 4.0, a problem with the in
212790.360385375, 212790.760567292, 4.15750026702881, 4.0, a problem with the end
212791.010415125, 212791.377539917, 8.03500080108643, 4.0, a problem with the high
212791.693939, 212793.34441575, 14.8000011444092, 4.0, a problem with the klein
212793.66095, 212793.994513125, 7.45749950408936, 4.0, a problem with the ending
212793.66095, 212793.994513125, 7.45749950408936, 4.0, a problem with the hiding
212795.5764245, 212795.693121958, -5.0, 4.0, a problem with the engine
what a monkey sees a monkey will do, 68, word, 13
212798.011145958, 212798.64434725, 25.4425010681152, 4.0, z
212798.877751542, 212800.56150175, 10.0975008010864, 4.0, we
212800.861496417, 212801.094784125, 3.41499996185303, 4.0, the
212801.427838875, 212802.21158925, 18.3474998474121, 4.0, what
212802.994983417, 212803.126995917, 1.35249996185303, 4.0, what a
212804.445095625, 212805.095052208, 14.2224998474121, 4.0, what a i
212805.29476075, 212805.645130542, 11.5, 4.0, what a on
212805.894776792, 212806.245058125, 14.6350002288818, 4.0, what a min
212806.578188042, 212806.978603458, 7.12750053405762, 4.0, what a like
212807.278244292, 212807.478535792, 6.05500030517578, 4.0, what a liked
212807.745043375, 212808.762154417, 23.2150001525879, 4.0, what a policy
212809.595385458, 212811.145468875, 24.1224994659424, 4.0, what a longest
212809.595385458, 212811.145468875, 24.1224994659424, 4.0, what a monkeys
212814.779098333, 212814.878902792, 100.0, 1.0, what a
212816.262427583, 212817.078907167, 13.0675010681152, 4.0, what a i
212817.328939667, 212817.679284708, 10.0975008010864, 4.0, what a of
212818.012355542, 212818.362477833, 14.0574989318848, 4.0, what a min
212818.979361, 212819.395828917, 11.1700000762939, 4.0, what a link
212819.695712417, 212819.979348417, 5.14750003814697, 4.0, what a lipid
212820.346124542, 212821.311702917, 22.4724998474121, 4.0, what a miller
212820.346124542, 212821.311702917, 22.4724998474121, 4.0, what a monkey
212823.629621375, 212824.079719417, 21.0700016021729, 4.0, what a monkey v
212824.346383875, 212824.696503792, 4.48750019073486, 4.0, what a monkey we
212824.896067458, 212825.196510167, 5.14750003814697, 4.0, what a monkey the
212825.896536833, 212826.312994417, 16.6149997711182, 4.0, what a monkey that
212825.896536833, 212826.312994417, 16.6149997711182, 4.0, what a monkey when
212827.246499792, 212827.32860375, -5.0, 4.0, what a monkey then
212827.413277375, 212827.511949375, -5.0, 4.0, what a monkey seen
212827.83004275, 212827.928682292, -5.0, 4.0, what a monkey year
212828.029912458, 212828.111894875, -5.0, 4.0, what a monkey them
212828.196798833, 212828.278902833, -5.0, 4.0, what a monkey this
212828.646492958, 212828.745332542, -5.0, 4.0, what a monkey than
212828.930233625, 212829.013157042, -5.0, 4.0, what a monkey what
212829.113291417, 212829.178730167, -5.0, 4.0, what a monkey wear
212829.263767917, 212829.345396, -5.0, 4.0, what a monkey seem
212829.67999375, 212829.763339792, -5.0, 4.0, what a monkey sees
212829.963444083, 212830.029971875, -5.0, 4.0, what a monkey team
212830.746795, 212830.895531583, 1.68249988555908, 4.0, what a monkey week
212832.362141042, 212832.563439, -5.0, 4.0, what a monkey team
212833.413464083, 212833.730137208, -5.0, 4.0, what a monkey sees
212835.813544208, 212836.1791845, 8.03500080108643, 4.0, what a monkey sees i
212835.813544208, 212836.1791845, 8.03500080108643, 4.0, what a monkey sees h
212837.130281292, 212837.195952208, -5.0, 4.0, what a monkey sees g
212837.316357792, 212837.345819458, -5.0, 4.0, what a monkey sees f
212837.430375125, 212837.495911083, -5.0, 4.0, what a monkey sees j
212837.563754458, 212837.629257125, -5.0, 4.0, what a monkey sees e
212837.730763583, 212837.763690625, -5.0, 4.0, what a monkey sees k
212837.930600208, 212838.012520708, -5.0, 4.0, what a monkey sees d
212838.230457542, 212838.345922292, -5.0, 4.0, what a monkey sees c
212838.48049025, 212838.562626167, -5.0, 4.0, what a monkey sees l
212838.647240417, 212838.730418042, -5.0, 4.0, what a monkey sees in
212838.7970745, 212838.895931625, -5.0, 4.0, what a monkey sees it
212838.947189958, 212839.046024083, -5.0, 4.0, what a monkey sees is
212839.330685167, 212839.42950875, -5.0, 4.0, what a monkey sees for
212839.797069375, 212839.947119583, 100.0, 1.0, what a monkey sees
212840.513989542, 212840.780665042, 3.00250053405762, 4.0, what a monkey sees a
212842.43083625, 212842.930803083, 11.4174995422363, 4.0, what a monkey sees a i
212843.0971835, 212843.430648083, 13.3975009918213, 4.0, what a monkey sees a in
212843.697264625, 212844.01414675, 14.0574989318848, 4.0, what a monkey sees a mom
212844.680895375, 212845.280982708, 8.28250026702881, 4.0, what a monkey sees a long
212845.630737042, 212845.931048167, 5.55999946594238, 4.0, what a monkey sees a lipid
212846.11411325, 212847.046474125, 24.2049999237061, 4.0, what a monkey sees a monkey
212848.597936583, 212849.03131275, 23.1325016021729, 4.0, what a monkey sees a monkey x
212849.331360458, 212849.814542542, 11.0874996185303, 4.0, what a monkey sees a monkey uh
212849.981163208, 212850.297939625, 11.0050010681152, 4.0, what a monkey sees a monkey who
212850.464428667, 212850.781508333, 11.1700000762939, 4.0, what a monkey sees a monkey will
212851.948119125, 212852.164982167, 5.06500053405762, 4.0, what a monkey sees a monkey will a
212852.414515333, 212852.963478167, 15.2950000762939, 4.0, what a monkey sees a monkey will do
the world is a stage, 20, word, 14
212857.665091917, 212858.065253167, 20.6574993133545, 4.0, u
212858.398590958, 212859.54843975, 100.0, 1.0, 
212859.965196375, 212860.548848417, 19.1725006103516, 4.0, t
212860.731943542, 212861.165400292, 8.03500080108643, 4.0, uh
212861.431971208, 212861.71535775, 7.29250049591064, 4.0, the
212862.865515375, 212863.365622542, 22.3899993896484, 4.0, the w
212863.68222925, 212865.0989855, 13.6450004577637, 4.0, the to
212865.315327667, 212865.665819125, 19.1725006103516, 4.0, the you
212866.015703083, 212866.482486833, 14.1399993896484, 4.0, the work
212866.782486875, 212866.999124708, 6.05500030517578, 4.0, the would
212866.782486875, 212866.999124708, 6.05500030517578, 4.0, the world
